"localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","gl_retail_and_recreation_percent_change_from_baseline","gl_grocery_and_pharmacy_percent_change_from_baseline","gl_parks_percent_change_from_baseline","gl_transit_stations_percent_change_from_baseline","gl_workplaces_percent_change_from_baseline","gl_residential_percent_change_from_baseline","ap_driving"
33,"RJ",2020-04-03,1074,47,82,6,1,0,-7,0,-61,-14,-69,-56,-47,22,NA
33,"RJ",2020-04-04,1246,58,172,11,1246,58,172,11,-64,-13,-73,-53,-38,17,NA
33,"RJ",2020-04-04,1246,58,172,11,1,0,0,0,-64,-13,-73,-53,-38,17,NA
33,"RJ",2020-04-05,1394,64,148,6,1394,64,148,6,-69,-24,-78,-57,-35,16,NA
33,"RJ",2020-04-05,1394,64,148,6,1,0,0,0,-69,-24,-78,-57,-35,16,NA
33,"RJ",2020-04-06,1461,71,67,7,1461,71,67,7,-57,-14,-67,-54,-44,19,NA
33,"RJ",2020-04-06,1461,71,67,7,1,0,0,0,-57,-14,-67,-54,-44,19,NA
33,"RJ",2020-04-07,1688,89,227,18,1688,89,227,18,-59,-14,-67,-55,-48,20,NA
33,"RJ",2020-04-07,1688,89,227,18,1,0,0,0,-59,-14,-67,-55,-48,20,NA
33,"RJ",2020-04-08,1938,106,250,17,1938,106,250,17,-59,-9,-72,-57,-49,20,NA
33,"RJ",2020-04-08,1938,106,250,17,1,0,0,0,-59,-9,-72,-57,-49,20,NA
33,"RJ",2020-04-09,2216,122,278,16,2216,122,278,16,-54,7,-64,-53,-47,19,NA
33,"RJ",2020-04-09,2216,122,278,16,1,0,0,0,-54,7,-64,-53,-47,19,NA
33,"RJ",2020-04-10,2464,147,248,25,2464,147,248,25,-73,-27,-76,-70,-69,28,NA
33,"RJ",2020-04-10,2464,147,248,25,1,0,0,0,-73,-27,-76,-70,-69,28,NA
33,"RJ",2020-04-11,2607,155,143,8,2607,155,143,8,-63,-10,-77,-54,-40,18,NA
33,"RJ",2020-04-11,2607,155,143,8,1,0,0,0,-63,-10,-77,-54,-40,18,NA
33,"RJ",2020-04-12,2855,170,248,15,2855,170,248,15,-69,-21,-81,-56,-31,15,NA
33,"RJ",2020-04-12,2855,170,248,15,1,0,0,0,-69,-21,-81,-56,-31,15,NA
33,"RJ",2020-04-13,3221,182,366,12,3231,188,376,18,-58,-21,-68,-55,-43,19,NA
33,"RJ",2020-04-13,3221,182,366,12,1,0,0,0,-58,-21,-68,-55,-43,19,NA
33,"RJ",2020-04-14,3410,224,189,42,3410,224,179,36,-61,-25,-67,-57,-47,20,NA
33,"RJ",2020-04-14,3410,224,189,42,1,0,0,0,-61,-25,-67,-57,-47,20,NA
33,"RJ",2020-04-15,3743,265,333,41,3743,265,333,41,-59,-17,-67,-57,-47,20,NA
33,"RJ",2020-04-15,3743,265,333,41,1,0,0,0,-59,-17,-67,-57,-47,20,NA
33,"RJ",2020-04-16,3944,301,201,36,3944,300,201,35,-61,-19,-68,-58,-46,22,NA
33,"RJ",2020-04-16,3944,301,201,36,1,0,0,0,-61,-19,-68,-58,-46,22,NA
33,"RJ",2020-04-17,4349,341,405,40,4349,341,405,41,-58,-14,-70,-55,-44,22,NA
33,"RJ",2020-04-17,4349,341,405,40,1,0,0,0,-58,-14,-70,-55,-44,22,NA
33,"RJ",2020-04-18,4543,387,194,46,4543,387,194,46,-64,-18,-74,-53,-35,17,NA
33,"RJ",2020-04-18,4543,387,194,46,1,0,0,0,-64,-18,-74,-53,-35,17,NA
33,"RJ",2020-04-19,4675,402,132,15,4765,402,222,15,-70,-25,-77,-58,-32,16,NA
33,"RJ",2020-04-19,4675,402,132,15,0,0,-1,0,-70,-25,-77,-58,-32,16,NA
33,"RJ",2020-04-20,4899,422,224,20,4899,422,134,20,-57,-15,-66,-55,-43,18,NA
33,"RJ",2020-04-20,4899,422,224,20,0,0,0,0,-57,-15,-66,-55,-43,18,NA
33,"RJ",2020-04-21,5306,461,407,39,5306,461,407,39,-74,-41,-67,-72,-68,25,NA
33,"RJ",2020-04-21,5306,461,407,39,0,0,0,0,-74,-41,-67,-72,-68,25,NA
33,"RJ",2020-04-22,5552,490,246,29,5552,490,246,29,-58,-12,-65,-55,-45,19,NA
33,"RJ",2020-04-22,5552,490,246,29,6,0,6,0,-58,-12,-65,-55,-45,19,NA
33,"RJ",2020-04-23,6172,530,620,40,6172,530,620,40,-73,-36,-67,-71,-64,25,NA
33,"RJ",2020-04-23,6172,530,620,40,1,0,-5,0,-73,-36,-67,-71,-64,25,NA
33,"RJ",2020-04-24,6282,570,110,40,6282,570,110,40,-58,-15,-65,-55,-43,21,NA
33,"RJ",2020-04-24,6282,570,110,40,0,0,-1,0,-58,-15,-65,-55,-43,21,NA
33,"RJ",2020-04-25,6828,615,546,45,6828,615,546,45,-64,-18,-70,-53,-34,17,NA
33,"RJ",2020-04-25,6828,615,546,45,0,0,0,0,-64,-18,-70,-53,-34,17,NA
33,"RJ",2020-04-26,7111,645,283,30,7111,645,283,30,-70,-26,-74,-58,-32,16,NA
33,"RJ",2020-04-26,7111,645,283,30,0,0,0,0,-70,-26,-74,-58,-32,16,NA
33,"RJ",2020-04-27,7944,677,833,32,7944,677,833,32,-59,-20,-67,-55,-41,19,NA
33,"RJ",2020-04-27,7944,677,833,32,0,0,0,0,-59,-20,-67,-55,-41,19,NA
33,"RJ",2020-04-28,8504,738,560,61,8504,738,560,61,-61,-23,-66,-57,-45,17,NA
33,"RJ",2020-04-28,8504,738,560,61,0,0,0,0,-61,-23,-66,-57,-45,17,NA
33,"RJ",2020-04-29,8869,794,365,56,8869,794,365,56,-60,-18,-66,-57,-45,20,NA
33,"RJ",2020-04-29,8869,794,365,56,0,0,0,0,-60,-18,-66,-57,-45,20,NA
33,"RJ",2020-04-30,9453,854,584,60,9453,854,584,60,-58,-6,-60,-54,-43,19,NA
33,"RJ",2020-04-30,9453,854,584,60,0,0,0,0,-58,-6,-60,-54,-43,19,NA
33,"RJ",2020-05-01,10166,921,713,67,10166,921,713,67,-74,-32,-68,-71,-67,27,NA
33,"RJ",2020-05-01,10166,921,713,67,0,0,0,0,-74,-32,-68,-71,-67,27,NA
33,"RJ",2020-05-02,10546,971,380,50,10546,971,380,50,-65,-13,-73,-54,-35,17,NA
33,"RJ",2020-05-02,10546,971,380,50,0,1,0,1,-65,-13,-73,-54,-35,17,NA
33,"RJ",2020-05-03,11139,1019,593,48,11139,1019,593,48,-73,-26,-82,-61,-33,17,NA
33,"RJ",2020-05-03,11139,1019,593,48,0,0,0,-1,-73,-26,-82,-61,-33,17,NA
33,"RJ",2020-05-04,11721,1065,582,46,11721,1065,582,46,-57,-10,-66,-53,-39,18,NA
33,"RJ",2020-05-04,11721,1065,582,46,0,0,0,0,-57,-10,-66,-53,-39,18,NA
33,"RJ",2020-05-05,12391,1123,670,58,12391,1123,670,58,-58,-13,-63,-54,-43,19,NA
33,"RJ",2020-05-05,12391,1123,670,58,1,0,1,0,-58,-13,-63,-54,-43,19,NA
33,"RJ",2020-05-06,13295,1205,904,82,13295,1205,904,82,-58,-7,-64,-53,-43,19,NA
33,"RJ",2020-05-06,13295,1205,904,82,0,0,-1,0,-58,-7,-64,-53,-43,19,NA
33,"RJ",2020-05-07,14156,1394,861,189,14156,1394,861,189,-62,-10,-70,-58,-45,21,NA
33,"RJ",2020-05-07,14156,1394,861,189,0,0,0,0,-62,-10,-70,-58,-45,21,NA
33,"RJ",2020-05-08,15741,1503,1585,109,15741,1503,1585,109,-53,4,-65,-50,-39,20,NA
33,"RJ",2020-05-08,15741,1503,1585,109,13,0,13,0,-53,4,-65,-50,-39,20,NA
33,"RJ",2020-05-09,16929,1653,1188,150,16929,1653,1188,150,-57,7,-69,-45,-29,16,NA
33,"RJ",2020-05-09,16929,1653,1188,150,12,0,-1,0,-57,7,-69,-45,-29,16,NA
33,"RJ",2020-05-10,17062,1714,133,61,17062,1714,133,61,-67,-6,-77,-51,-15,13,NA
33,"RJ",2020-05-10,17062,1714,133,61,4,0,-8,0,-67,-6,-77,-51,-15,13,NA
33,"RJ",2020-05-11,17939,1770,877,56,17939,1770,877,56,-59,-17,-67,-54,-40,19,NA
33,"RJ",2020-05-11,17939,1770,877,56,4,0,0,0,-59,-17,-67,-54,-40,19,NA
33,"RJ",2020-05-12,18486,1928,547,158,18486,1928,547,158,-61,-19,-65,-56,-43,20,NA
33,"RJ",2020-05-12,18486,1928,547,158,8,0,4,0,-61,-19,-65,-56,-43,20,NA
33,"RJ",2020-05-13,18728,2050,242,122,18728,2050,242,122,-61,-17,-67,-56,-43,20,NA
33,"RJ",2020-05-13,18728,2050,242,122,8,0,0,0,-61,-17,-67,-56,-43,20,NA
33,"RJ",2020-05-14,19467,2247,739,197,19467,2247,739,197,-63,-20,-68,-58,-43,20,NA
33,"RJ",2020-05-14,19467,2247,739,197,8,0,0,0,-63,-20,-68,-58,-43,20,NA
33,"RJ",2020-05-15,19987,2438,520,191,19987,2438,520,191,-63,-16,-73,-58,-43,23,NA
33,"RJ",2020-05-15,19987,2438,520,191,8,0,0,0,-63,-16,-73,-58,-43,23,NA
33,"RJ",2020-05-16,21601,2614,1614,176,21601,2614,1614,176,-63,-12,-73,-51,-30,17,NA
33,"RJ",2020-05-16,21601,2614,1614,176,8,0,0,0,-63,-12,-73,-51,-30,17,NA
33,"RJ",2020-05-17,22238,2715,637,101,22238,2715,637,101,-69,-20,-76,-56,-24,16,NA
33,"RJ",2020-05-17,22238,2715,637,101,8,0,0,0,-69,-20,-76,-56,-24,16,NA
33,"RJ",2020-05-18,26665,2852,4427,137,26665,2852,4427,137,-58,-15,-66,-54,-38,19,NA
33,"RJ",2020-05-18,26665,2852,4427,137,7,0,-1,0,-58,-15,-66,-54,-38,19,NA
33,"RJ",2020-05-19,27805,3079,1140,227,27805,3079,1140,227,-60,-19,-65,-55,-42,20,NA
33,"RJ",2020-05-19,27805,3079,1140,227,8,1,1,1,-60,-19,-65,-55,-42,20,NA
33,"RJ",2020-05-20,30372,3237,2567,158,30372,3237,2567,158,-58,-11,-65,-54,-41,19,NA
33,"RJ",2020-05-20,30372,3237,2567,158,7,0,-1,-1,-58,-11,-65,-54,-41,19,NA
33,"RJ",2020-05-21,32089,3412,1717,175,32089,3412,1717,175,-59,-12,-61,-54,-40,21,NA
33,"RJ",2020-05-21,32089,3412,1717,175,7,0,0,0,-59,-12,-61,-54,-40,21,NA
33,"RJ",2020-05-22,33589,3657,1500,245,33589,3657,1500,245,-56,-8,-62,-51,-37,20,NA
33,"RJ",2020-05-22,33589,3657,1500,245,7,0,0,0,-56,-8,-62,-51,-37,20,NA
33,"RJ",2020-05-23,34533,3905,944,248,34533,3905,944,248,-61,-10,-68,-48,-26,16,NA
33,"RJ",2020-05-23,34533,3905,944,248,7,0,0,0,-61,-10,-68,-48,-26,16,NA
33,"RJ",2020-05-24,37912,3993,3379,88,37912,3993,3379,88,-74,-26,-84,-61,-29,17,NA
33,"RJ",2020-05-24,37912,3993,3379,88,7,0,0,0,-74,-26,-84,-61,-29,17,NA
33,"RJ",2020-05-25,39298,4105,1386,112,39298,4105,1386,112,-56,-11,-65,-52,-36,18,NA
33,"RJ",2020-05-25,39298,4105,1386,112,7,0,0,0,-56,-11,-65,-52,-36,18,NA
33,"RJ",2020-05-26,40024,4361,726,256,40024,4361,726,256,-58,-15,-63,-53,-39,18,NA
33,"RJ",2020-05-26,40024,4361,726,256,7,0,0,0,-58,-15,-63,-53,-39,18,NA
33,"RJ",2020-05-27,42398,4605,2374,244,42398,4605,2374,244,-56,-9,-64,-52,-38,18,NA
33,"RJ",2020-05-27,42398,4605,2374,244,0,0,-7,0,-56,-9,-64,-52,-38,18,NA
33,"RJ",2020-05-28,44886,4856,2488,251,44886,4856,2488,251,-57,-9,-62,-52,-37,19,NA
33,"RJ",2020-05-28,44886,4856,2488,251,0,0,0,0,-57,-9,-62,-52,-37,19,NA
33,"RJ",2020-05-29,47953,5079,3067,223,47953,5079,3067,223,-51,2,-60,-46,-33,18,NA
33,"RJ",2020-05-29,47953,5079,3067,223,0,0,0,0,-51,2,-60,-46,-33,18,NA
33,"RJ",2020-05-30,52420,5277,4467,198,52420,5277,4467,198,-56,-2,-65,-44,-20,12,NA
33,"RJ",2020-05-30,52420,5277,4467,198,0,0,0,0,-56,-2,-65,-44,-20,12,NA
33,"RJ",2020-05-31,53388,5344,968,67,53388,5344,968,67,-65,-11,-69,-50,-15,12,NA
33,"RJ",2020-05-31,53388,5344,968,67,0,0,0,0,-65,-11,-69,-50,-15,12,NA
33,"RJ",2020-06-01,54530,5462,1142,118,54530,5462,1142,118,-52,-5,-61,-47,-32,15,NA
33,"RJ",2020-06-01,54530,5462,1142,118,0,0,0,0,-52,-5,-61,-47,-32,15,NA
33,"RJ",2020-06-02,56732,5686,2202,224,56732,5686,2202,224,-53,-8,-59,-48,-35,17,NA
33,"RJ",2020-06-02,56732,5686,2202,224,0,0,0,0,-53,-8,-59,-48,-35,17,NA
33,"RJ",2020-06-03,59240,6010,2508,324,59240,6010,2508,324,-52,-3,-60,-47,-35,17,NA
33,"RJ",2020-06-03,59240,6010,2508,324,0,0,0,0,-52,-3,-60,-47,-35,17,NA
33,"RJ",2020-06-04,60932,6327,1692,317,60932,6327,1692,317,-53,-3,-59,-48,-34,18,NA
33,"RJ",2020-06-04,60932,6327,1692,317,0,0,0,0,-53,-3,-59,-48,-34,18,NA
33,"RJ",2020-06-05,63066,6473,2134,146,63066,6473,2134,146,-45,9,-58,-41,-30,18,NA
33,"RJ",2020-06-05,63066,6473,2134,146,0,0,0,0,-45,9,-58,-41,-30,18,NA
33,"RJ",2020-06-06,64533,6639,1467,166,64533,6639,1467,166,-50,5,-62,-38,-17,13,NA
33,"RJ",2020-06-06,64533,6639,1467,166,0,0,0,0,-50,5,-62,-38,-17,13,NA
33,"RJ",2020-06-07,67756,6707,3223,68,67756,6707,3223,68,-62,-8,-71,-47,-14,13,NA
33,"RJ",2020-06-07,67756,6707,3223,68,0,0,0,0,-62,-8,-71,-47,-14,13,NA
33,"RJ",2020-06-08,69499,6781,1743,74,69499,6781,1743,74,-46,0,-58,-42,-28,15,NA
33,"RJ",2020-06-08,69499,6781,1743,74,0,0,0,0,-46,0,-58,-42,-28,15,NA
33,"RJ",2020-06-09,72979,6928,3480,147,72979,6928,3480,147,-48,-6,-56,-45,-32,16,NA
33,"RJ",2020-06-09,72979,6928,3480,147,0,0,0,0,-48,-6,-56,-45,-32,16,NA
33,"RJ",2020-06-10,74373,7138,1394,210,74373,7138,1394,210,-43,5,-55,-41,-31,15,NA
33,"RJ",2020-06-10,74373,7138,1394,210,0,0,0,0,-43,5,-55,-41,-31,15,NA
33,"RJ",2020-06-11,75775,7363,1402,225,75775,7363,1402,225,-59,-17,-50,-61,-55,22,NA
33,"RJ",2020-06-11,75775,7363,1402,225,0,0,0,0,-59,-17,-50,-61,-55,22,NA
33,"RJ",2020-06-12,77784,7417,2009,54,77784,7417,2009,54,-35,14,-47,-39,-32,16,NA
33,"RJ",2020-06-12,77784,7417,2009,54,0,0,0,0,-35,14,-47,-39,-32,16,NA
33,"RJ",2020-06-13,78836,7592,1052,175,78836,7592,1052,175,-49,-5,-52,-40,-15,12,NA
33,"RJ",2020-06-13,78836,7592,1052,175,0,0,0,0,-49,-5,-52,-40,-15,12,NA
33,"RJ",2020-06-14,79572,7672,736,80,79572,7672,736,80,-62,-15,-74,-49,-14,13,NA
33,"RJ",2020-06-14,79572,7672,736,80,0,0,0,0,-62,-15,-74,-49,-14,13,NA
33,"RJ",2020-06-15,80946,7728,1374,56,80946,7728,1374,56,-46,-6,-66,-46,-29,16,NA
33,"RJ",2020-06-15,80946,7728,1374,56,0,0,0,0,-46,-6,-66,-46,-29,16,NA
33,"RJ",2020-06-16,83343,7967,2397,239,83343,7967,2397,239,-47,-8,-60,-45,-32,17,NA
33,"RJ",2020-06-16,83343,7967,2397,239,0,0,0,0,-47,-8,-60,-45,-32,17,NA
33,"RJ",2020-06-17,86963,8138,3620,171,86963,8138,3620,171,-44,-3,-57,-43,-31,16,NA
33,"RJ",2020-06-17,86963,8138,3620,171,0,0,0,0,-44,-3,-57,-43,-31,16,NA
33,"RJ",2020-06-18,87317,8412,354,274,87317,8412,354,274,-46,-5,-52,-44,-30,16,NA
33,"RJ",2020-06-18,87317,8412,354,274,0,0,0,0,-46,-5,-52,-44,-30,16,NA
33,"RJ",2020-06-19,93378,8595,6061,183,93378,8595,6061,183,-41,1,-52,-40,-26,16,NA
33,"RJ",2020-06-19,93378,8595,6061,183,0,0,0,0,-41,1,-52,-40,-26,16,NA
33,"RJ",2020-06-20,95537,8824,2159,229,95537,8824,2159,229,-46,-1,-52,-36,-11,11,NA
33,"RJ",2020-06-20,95537,8824,2159,229,0,0,0,0,-46,-1,-52,-36,-11,11,NA
33,"RJ",2020-06-21,96133,8875,596,51,96133,8875,596,51,-54,-10,-54,-42,-7,11,NA
33,"RJ",2020-06-21,96133,8875,596,51,0,0,0,0,-54,-10,-54,-42,-7,11,NA
33,"RJ",2020-06-22,97572,8933,1439,58,97572,8933,1439,58,-44,-6,-53,-42,-27,15,NA
33,"RJ",2020-06-22,97572,8933,1439,58,0,0,0,0,-44,-6,-53,-42,-27,15,NA
33,"RJ",2020-06-23,100869,9153,3297,220,100869,9153,3297,220,-45,-9,-51,-43,-31,16,NA
33,"RJ",2020-06-23,100869,9153,3297,220,0,0,0,0,-45,-9,-51,-43,-31,16,NA
33,"RJ",2020-06-24,103493,9295,2624,142,103493,9295,2624,142,-45,-4,-53,-43,-30,15,NA
33,"RJ",2020-06-24,103493,9295,2624,142,0,0,0,0,-45,-4,-53,-43,-30,15,NA
33,"RJ",2020-06-25,105897,9450,2404,155,105897,9450,2404,155,-45,-4,-49,-43,-28,16,NA
33,"RJ",2020-06-25,105897,9450,2404,155,0,0,0,0,-45,-4,-49,-43,-28,16,NA
33,"RJ",2020-06-26,108497,9587,2600,137,108497,9587,2600,137,-41,1,-52,-38,-25,16,NA
33,"RJ",2020-06-26,108497,9587,2600,137,0,0,0,0,-41,1,-52,-38,-25,16,NA
33,"RJ",2020-06-27,108803,9789,306,202,108803,9789,306,202,-48,-2,-61,-38,-13,12,NA
33,"RJ",2020-06-27,108803,9789,306,202,0,0,0,0,-48,-2,-61,-38,-13,12,NA
33,"RJ",2020-06-28,111298,9819,2495,30,111298,9819,2495,30,-57,-10,-68,-45,-9,12,NA
33,"RJ",2020-06-28,111298,9819,2495,30,0,0,0,0,-57,-10,-68,-45,-9,12,NA
33,"RJ",2020-06-29,111883,9848,585,29,111883,9848,585,29,-44,-6,-61,-42,-26,15,NA
33,"RJ",2020-06-29,111883,9848,585,29,0,0,0,0,-44,-6,-61,-42,-26,15,NA
33,"RJ",2020-06-30,112611,10080,728,232,112611,10080,728,232,-41,0,-52,-40,-28,15,NA
33,"RJ",2020-06-30,112611,10080,728,232,0,0,0,0,-41,0,-52,-40,-28,15,NA
33,"RJ",2020-07-01,115278,10198,2667,118,115278,10198,2667,118,-40,5,-55,-40,-28,14,NA
33,"RJ",2020-07-01,115278,10198,2667,118,0,0,0,0,-40,5,-55,-40,-28,14,NA
33,"RJ",2020-07-02,116823,10332,1545,134,116823,10332,1545,134,-39,7,-51,-39,-26,15,NA
33,"RJ",2020-07-02,116823,10332,1545,134,0,0,0,0,-39,7,-51,-39,-26,15,NA
33,"RJ",2020-07-03,118956,10500,2133,168,118956,10500,2133,168,-33,12,-54,-34,-23,15,NA
33,"RJ",2020-07-03,118956,10500,2133,168,0,0,0,0,-33,12,-54,-34,-23,15,NA
33,"RJ",2020-07-04,120428,10624,1472,124,120440,10624,1484,124,-37,12,-57,-31,-9,10,NA
33,"RJ",2020-07-04,120428,10624,1472,124,0,0,0,0,-37,12,-57,-31,-9,10,NA
33,"RJ",2020-07-05,121292,10667,864,43,121292,10667,852,43,-45,2,-53,-36,-4,9,NA
33,"RJ",2020-07-05,121292,10667,864,43,0,0,0,0,-45,2,-53,-36,-4,9,NA
33,"RJ",2020-07-06,121879,10698,587,31,121879,10698,587,31,-32,7,-48,-35,-23,12,NA
33,"RJ",2020-07-06,121879,10698,587,31,0,0,0,0,-32,7,-48,-35,-23,12,NA
33,"RJ",2020-07-07,124086,10881,2207,183,124086,10881,2207,183,-33,6,-45,-34,-27,13,NA
33,"RJ",2020-07-07,124086,10881,2207,183,0,0,0,0,-33,6,-45,-34,-27,13,NA
33,"RJ",2020-07-08,126329,10970,2243,89,126329,10970,2243,89,-33,8,-46,-35,-25,12,NA
33,"RJ",2020-07-08,126329,10970,2243,89,0,0,0,0,-33,8,-46,-35,-25,12,NA
33,"RJ",2020-07-09,128324,11115,1995,145,128324,11115,1995,145,-37,5,-48,-37,-25,13,NA
33,"RJ",2020-07-09,128324,11115,1995,145,0,0,0,0,-37,5,-48,-37,-25,13,NA
33,"RJ",2020-07-10,129443,11280,1119,165,129443,11280,1119,165,-29,12,-49,-31,-21,13,NA
33,"RJ",2020-07-10,129443,11280,1119,165,0,0,0,0,-29,12,-49,-31,-21,13,NA
33,"RJ",2020-07-11,129675,11406,232,126,129675,11406,232,126,-33,9,-45,-27,-7,8,NA
33,"RJ",2020-07-11,129675,11406,232,126,0,0,0,0,-33,9,-45,-27,-7,8,NA
33,"RJ",2020-07-12,129684,11415,9,9,129684,11415,9,9,-44,-2,-48,-34,-4,8,NA
33,"RJ",2020-07-12,129684,11415,9,9,0,0,0,0,-44,-2,-48,-34,-4,8,NA
33,"RJ",2020-07-13,132044,11474,2360,59,132044,11474,2360,59,-33,1,-46,-35,-22,11,NA
33,"RJ",2020-07-13,132044,11474,2360,59,0,0,0,0,-33,1,-46,-35,-22,11,NA
33,"RJ",2020-07-14,132822,11624,778,150,132822,11624,778,150,-40,-8,-59,-41,-28,15,NA
33,"RJ",2020-07-14,132822,11624,778,150,0,0,0,0,-40,-8,-59,-41,-28,15,NA
33,"RJ",2020-07-15,134449,11757,1627,133,134449,11757,1627,133,-38,1,-62,-42,-27,15,NA
33,"RJ",2020-07-15,134449,11757,1627,133,0,0,0,0,-38,1,-62,-42,-27,15,NA
33,"RJ",2020-07-16,134573,11849,124,92,134573,11849,124,92,-36,3,-51,-38,-24,14,NA
33,"RJ",2020-07-16,134573,11849,124,92,0,0,0,0,-36,3,-51,-38,-24,14,NA
33,"RJ",2020-07-17,135230,11919,657,70,135230,11919,657,70,-28,8,-45,-31,-21,14,NA
33,"RJ",2020-07-17,135230,11919,657,70,0,0,0,0,-28,8,-45,-31,-21,14,NA
33,"RJ",2020-07-18,135230,11919,0,0,135230,11919,0,0,-32,7,-44,-27,-6,9,NA
33,"RJ",2020-07-18,135230,11919,0,0,0,0,0,0,-32,7,-44,-27,-6,9,NA
33,"RJ",2020-07-19,138524,12114,3294,195,138524,12114,3294,195,-41,-3,-43,-34,-3,8,NA
33,"RJ",2020-07-19,138524,12114,3294,195,0,0,0,0,-41,-3,-43,-34,-3,8,NA
33,"RJ",2020-07-20,141005,12161,2481,47,141005,12161,2481,47,-31,3,-44,-33,-21,12,NA
33,"RJ",2020-07-20,141005,12161,2481,47,0,0,0,0,-31,3,-44,-33,-21,12,NA
33,"RJ",2020-07-21,145121,12293,4116,132,145121,12293,4116,132,-34,-3,-40,-36,-25,13,NA
33,"RJ",2020-07-21,145121,12293,4116,132,9,0,9,0,-34,-3,-40,-36,-25,13,NA
33,"RJ",2020-07-22,148623,12443,3502,150,148623,12443,3502,150,-33,3,-42,-35,-23,12,NA
33,"RJ",2020-07-22,148623,12443,3502,150,0,0,-9,0,-33,3,-42,-35,-23,12,NA
33,"RJ",2020-07-23,151549,12535,2926,92,151549,12535,2926,92,-34,2,-36,-35,-22,13,NA
33,"RJ",2020-07-23,151549,12535,2926,92,0,0,0,0,-34,2,-36,-35,-22,13,NA
33,"RJ",2020-07-24,154879,12654,3330,119,154879,12654,3330,119,-27,9,-36,-29,-18,12,NA
33,"RJ",2020-07-24,154879,12654,3330,119,0,0,0,0,-27,9,-36,-29,-18,12,NA
33,"RJ",2020-07-25,156293,12808,1414,154,156293,12808,1414,154,-30,7,-30,-25,-6,8,NA
33,"RJ",2020-07-25,156293,12808,1414,154,0,0,0,0,-30,7,-30,-25,-6,8,NA
33,"RJ",2020-07-26,156325,12835,32,27,156325,12835,32,27,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-26,156325,12835,32,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-27,157834,12876,1509,41,157834,12876,1509,41,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-27,157834,12876,1509,41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-28,159639,13033,1805,157,159639,13033,1805,157,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-28,159639,13033,1805,157,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-29,161647,13198,2008,165,161647,13198,2008,165,NA,NA,NA,NA,NA,NA,NA
33,"RJ",2020-07-29,161647,13198,2008,165,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
43,"RS",2020-03-10,1,0,1,0,1,0,1,0,3,6,-14,11,19,-1,88.73
43,"RS",2020-03-11,2,0,1,0,2,0,1,0,3,5,-3,9,18,-1,92.75
43,"RS",2020-03-12,4,0,2,0,4,0,2,0,2,3,-8,12,17,-1,94.32
43,"RS",2020-03-13,4,0,0,0,4,0,0,0,2,3,-12,9,17,-1,99.48
43,"RS",2020-03-14,4,0,0,0,6,0,2,0,2,6,-13,3,6,1,108.1
43,"RS",2020-03-15,4,0,0,0,6,0,0,0,-11,5,-32,-8,-3,4,69.5
43,"RS",2020-03-16,8,0,4,0,6,0,0,0,-10,8,-31,-3,15,2,65.67
43,"RS",2020-03-17,8,0,0,0,10,0,4,0,-15,11,-25,-9,10,3,61.5
43,"RS",2020-03-18,19,0,11,0,19,0,9,0,-26,7,-32,-21,0,7,54.1
43,"RS",2020-03-19,31,0,12,0,28,0,9,0,-36,2,-35,-29,-13,11,46.91
43,"RS",2020-03-20,43,0,12,0,37,0,9,0,-45,1,-49,-39,-21,14,47.17
43,"RS",2020-03-21,69,0,26,0,60,0,23,0,-69,-19,-69,-53,-37,18,33.25
43,"RS",2020-03-22,77,0,8,0,72,0,12,0,-80,-45,-81,-67,-40,22,21.71
43,"RS",2020-03-23,96,0,19,0,86,0,14,0,-72,-33,-63,-62,-51,24,29.56
43,"RS",2020-03-24,112,0,16,0,98,0,12,0,-75,-37,-65,-65,-57,25,30.45
43,"RS",2020-03-25,162,1,50,1,123,1,25,1,-74,-33,-58,-65,-57,26,30.95
43,"RS",2020-03-26,190,1,28,0,168,1,45,0,-73,-35,-58,-64,-57,26,34.32
43,"RS",2020-03-27,197,2,7,1,195,2,27,1,-71,-30,-60,-64,-55,26,40.56
43,"RS",2020-03-27,197,2,7,1,0,0,0,0,-71,-30,-60,-64,-55,26,40.56
43,"RS",2020-03-28,200,2,3,0,197,2,2,0,-74,-31,-67,-63,-46,20,37.2
43,"RS",2020-03-28,200,2,3,0,4,0,4,0,-74,-31,-67,-63,-46,20,37.2
43,"RS",2020-03-29,230,2,30,0,226,2,29,0,-75,-39,-73,-67,-36,20,26.28
43,"RS",2020-03-29,230,2,30,0,0,0,-4,0,-75,-39,-73,-67,-36,20,26.28
43,"RS",2020-03-30,254,4,24,2,241,3,15,1,-64,-29,-54,-61,-48,23,38.65
43,"RS",2020-03-30,254,4,24,2,0,0,0,0,-64,-29,-54,-61,-48,23,38.65
43,"RS",2020-03-31,305,4,51,0,274,4,33,1,-63,-21,-53,-59,-48,21,38.14
