localidade;state;date;cum_confirmed;cum_deaths;new_confirmed;new_deaths;mob1;mob2;mob3;mob4;mob5;mob6
35;SP;31/03/2020;2339;136;822;23;-62;-20;-56;-60;-48;22
35;SP;01/04/2020;2981;164;642;28;-60;-17;-50;-59;-48;22
35;SP;02/04/2020;3506;188;525;24;-61;-15;-44;-58;-48;22
35;SP;03/04/2020;4048;219;542;31;-64;-11;-50;-57;-46;23
35;SP;04/04/2020;4466;260;418;41;-66;-10;-57;-53;-38;18
35;SP;05/04/2020;4620;275;154;15;-67;-21;-58;-55;-32;15
35;SP;06/04/2020;4866;304;246;29;-60;-11;-49;-55;-42;21
35;SP;07/04/2020;5682;371;816;67;-58;-7;-53;-55;-45;20
35;SP;08/04/2020;6708;428;1026;57;-56;-4;-48;-54;-45;20
35;SP;09/04/2020;7480;496;772;68;-51;16;-35;-50;-44;18
35;SP;10/04/2020;8216;540;736;44;-76;-29;-56;-71;-74;30
35;SP;11/04/2020;8419;560;203;20;-63;-4;-57;-53;-39;18
35;SP;12/04/2020;8755;588;336;28;-67;-20;-61;-54;-27;13
35;SP;13/04/2020;8895;608;140;20;-60;-19;-51;-55;-41;20
35;SP;14/04/2020;9371;695;476;87;-61;-20;-56;-57;-44;21
35;SP;15/04/2020;11043;778;1672;83;-58;-15;-48;-55;-43;21
35;SP;16/04/2020;11568;853;525;75;-58;-10;-40;-54;-43;20
35;SP;17/04/2020;12841;928;1273;75;-59;-11;-46;-54;-40;21
35;SP;18/04/2020;13894;991;1053;63;-65;-14;-56;-51;-31;16
35;SP;19/04/2020;14267;1015;373;24;-67;-21;-56;-54;-26;14
35;SP;20/04/2020;14580;1037;313;22;-58;-9;-46;-57;-48;21
35;SP;21/04/2020;15385;1093;805;56;-73;-32;-52;-70;-71;26
35;SP;22/04/2020;15914;1134;529;41;-58;-15;-45;-54;-39;19
35;SP;23/04/2020;16740;1345;826;211;-58;-12;-38;-53;-39;19
35;SP;24/04/2020;17826;1512;1086;167;-60;-14;-44;-53;-36;20
35;SP;25/04/2020;20004;1667;2178;155;-63;-13;-51;-49;-28;16
35;SP;26/04/2020;20715;1700;711;33;-65;-21;-52;-52;-24;13
35;SP;27/04/2020;21696;1825;981;125;-59;-19;-48;-54;-35;19
35;SP;28/04/2020;24041;2049;2345;224;-59;-18;-48;-53;-38;16
35;SP;29/04/2020;26158;2247;2117;198;-57;-16;-42;-53;-37;19
35;SP;30/04/2020;28698;2375;2540;128;-52;4;-31;-48;-36;16
35;SP;01/05/2020;30374;2511;1676;136;-71;-27;-45;-68;-69;27
35;SP;02/05/2020;31174;2586;800;75;-63;-8;-53;-52;-31;16
35;SP;03/05/2020;31772;2627;598;41;-66;-19;-55;-54;-22;13
35;SP;04/05/2020;32187;2654;415;27;-57;-13;-47;-52;-33;18
35;SP;05/05/2020;34053;2851;1866;197;-57;-10;-46;-52;-36;18
35;SP;06/05/2020;37853;3045;3800;194;-56;-10;-45;-52;-36;19
35;SP;07/05/2020;39928;3206;2075;161;-54;2;-40;-51;-36;19
35;SP;08/05/2020;41830;3416;1902;210;-52;6;-40;-48;-32;18
35;SP;09/05/2020;44411;3608;2581;192;-54;10;-49;-42;-23;15
35;SP;10/05/2020;45444;3709;1033;101;-60;-2;-56;-46;-7;10
35;SP;11/05/2020;46131;3743;687;34;-57;-13;-46;-50;-33;19
35;SP;12/05/2020;47719;3949;1588;206;-56;-12;-47;-50;-35;18
35;SP;13/05/2020;51097;4118;3378;169;-56;-15;-45;-51;-35;19
35;SP;14/05/2020;54286;4315;3189;197;-57;-12;-43;-51;-36;18
35;SP;15/05/2020;58378;4501;4092;186;-57;-8;-46;-51;-33;20
35;SP;16/05/2020;61183;4688;2805;187;-59;-7;-51;-46;-23;15
35;SP;17/05/2020;62345;4782;1162;94;-64;-16;-53;-51;-16;13
35;SP;18/05/2020;63066;4823;721;41;-56;-15;-46;-52;-31;18
35;SP;19/05/2020;65995;5147;2929;324;-55;-12;-47;-51;-34;18
35;SP;20/05/2020;69859;5363;3864;216;-55;-8;-38;-54;-38;19
35;SP;21/05/2020;73739;5558;3880;195;-55;-3;-32;-53;-39;20
35;SP;22/05/2020;76871;5773;3132;215;-56;-5;-39;-51;-35;19
35;SP;23/05/2020;80558;6045;3687;272;-62;-8;-57;-49;-23;16
35;SP;24/05/2020;82161;6163;1603;118;-67;-17;-61;-54;-18;14
35;SP;25/05/2020;83625;6220;1464;57;-66;-19;-51;-61;-56;25
35;SP;26/05/2020;86017;6423;2392;203;-54;-7;-46;-50;-32;17
35;SP;27/05/2020;89483;6712;3466;289;-53;-8;-40;-49;-32;18
35;SP;28/05/2020;95865;6980;6382;268;-52;-3;-33;-47;-31;18
35;SP;29/05/2020;101556;7275;5691;295;-52;1;-37;-46;-28;18
35;SP;30/05/2020;107142;7532;5586;257;-55;2;-45;-41;-13;12
35;SP;31/05/2020;109698;7615;2556;83;-62;-8;-47;-46;-6;11
35;SP;01/06/2020;111296;7667;1598;52;-51;-5;-41;-47;-26;16
35;SP;02/06/2020;118295;7994;6999;327;-54;-10;-51;-50;-31;17
35;SP;03/06/2020;123483;8276;5188;282;-50;-5;-41;-47;-29;17
35;SP;04/06/2020;129200;8561;5717;285;-50;-1;-35;-45;-29;17
35;SP;05/06/2020;134565;8842;5365;281;-47;9;-35;-43;-26;17
35;SP;06/06/2020;140549;9058;5984;216;-50;8;-46;-38;-12;13
35;SP;07/06/2020;143073;9145;2524;87;-58;-3;-48;-44;-5;12
35;SP;08/06/2020;144593;9188;1520;43;-46;-1;-38;-44;-24;16
35;SP;09/06/2020;150138;9522;5545;334;-48;-5;-43;-45;-27;16
35;SP;10/06/2020;156316;9862;6178;340;-42;2;-31;-42;-26;15
35;SP;11/06/2020;162520;10145;6204;283;-51;-5;-24;-47;-47;20
35;SP;12/06/2020;167900;10368;5380;223;-38;13;-24;-41;-30;16
35;SP;13/06/2020;172875;10581;4975;213;-49;0;-34;-38;-10;12
35;SP;14/06/2020;178202;10694;5327;113;-60;-13;-53;-48;-5;12
35;SP;15/06/2020;181460;10767;3258;73;-45;-5;-42;-44;-24;16
35;SP;16/06/2020;190285;11132;8825;365;-46;-6;-40;-43;-26;16
35;SP;17/06/2020;191517;11521;1232;389;-44;-6;-33;-42;-26;16
35;SP;18/06/2020;192628;11846;1111;325;-44;-2;-25;-41;-26;16
35;SP;19/06/2020;211658;12232;19030;386;-45;1;-30;-40;-24;15
35;SP;20/06/2020;215793;12494;4135;262;-46;4;-35;-34;-6;12
35;SP;21/06/2020;219185;12588;3392;94;-54;-6;-35;-40;1;11
35;SP;22/06/2020;221973;12634;2788;46;-45;-7;-36;-42;-24;16
35;SP;23/06/2020;229475;13068;7502;434;-45;-6;-38;-42;-27;16
35;SP;24/06/2020;238822;13352;9347;284;-45;-7;-31;-42;-27;16
35;SP;25/06/2020;248587;13759;9765;407;-44;0;-23;-40;-26;16
35;SP;26/06/2020;258508;13966;9921;207;-48;-2;-42;-43;-24;17
35;SP;27/06/2020;265581;14263;7073;297;-57;-9;-62;-48;-16;16
35;SP;28/06/2020;271737;14338;6156;75;-59;-11;-58;-47;-5;13
35;SP;29/06/2020;275145;14398;3408;60;-46;-6;-42;-43;-23;16
35;SP;30/06/2020;281380;14763;6235;365;-42;3;-40;-41;-25;15
35;SP;01/07/2020;289935;15030;8555;267;-42;2;-39;-41;-26;15
35;SP;02/07/2020;302179;15351;12244;321;-40;9;-28;-38;-25;15
35;SP;03/07/2020;310517;15694;8338;343;-41;9;-34;-38;-22;15
35;SP;04/07/2020;312530;15996;2013;302;-42;13;-37;-31;-6;11
35;SP;05/07/2020;320179;16078;7649;82;-50;2;-36;-38;0;10
35;SP;06/07/2020;323070;16134;2891;56;-39;4;-35;-38;-22;14
35;SP;07/07/2020;332708;16475;9638;341;-37;9;-33;-36;-25;14
35;SP;08/07/2020;341365;16788;8657;313;-37;6;-27;-36;-24;13
35;SP;09/07/2020;349715;17118;8350;330;-37;9;-24;-36;-26;14
35;SP;10/07/2020;359110;17442;9395;324;-37;11;-26;-34;-22;13
35;SP;11/07/2020;366890;17702;7780;260;-41;10;-30;-29;-6;10
35;SP;12/07/2020;371997;17848;5107;146;-48;0;-26;-35;1;8
35;SP;13/07/2020;374607;17907;2610;59;-39;-1;-31;-37;-22;14
35;SP;14/07/2020;386607;18324;12000;417;-41;-3;-42;-39;-26;15
35;SP;15/07/2020;393176;18640;6569;316;-38;1;-36;-39;-24;15
35;SP;16/07/2020;402048;19038;8872;398;-37;7;-25;-36;-23;14
35;SP;17/07/2020;407415;19377;5367;339;-38;6;-27;-35;-20;14
35;SP;18/07/2020;412027;19647;4612;270;-40;7;-30;-29;-5;11
35;SP;19/07/2020;415049;19732;3022;85;-46;0;-24;-34;1;9
35;SP;20/07/2020;416434;19788;1385;56;-37;4;-29;-36;-21;14
35;SP;21/07/2020;422669;20171;6235;383;-38;2;-30;-36;-24;14
35;SP;22/07/2020;439446;20532;16777;361;-37;2;-23;-35;-22;14
35;SP;23/07/2020;452007;20894;12561;362;-36;7;-13;-33;-22;14
35;SP;24/07/2020;463218;21206;11211;312;-37;8;-18;-33;-19;13
35;SP;25/07/2020;479481;21517;16263;311;-39;8;-20;-26;-5;10
35;SP;26/07/2020;483982;21606;4501;89;-48;-2;-34;-35;-1;9
35;SP;27/07/2020;487654;21676;3672;70;-38;0;-26;-36;-21;14
35;SP;28/07/2020;500301;22059;12647;383;-38;0;-27;-35;-23;14
35;SP;29/07/2020;514197;22389;13896;330;-39;-2;-36;-37;-23;14
35;SP;30/07/2020;529006;22710;14809;321;-38;6;-31;-36;-23;14
35;SP;31/07/2020;542304;22997;13298;287;-35;12;-27;-33;-19;13
35;SP;01/08/2020;552318;23236;10014;239;-35;15;-28;-26;-4;10
35;SP;02/08/2020;558685;23317;6367;81;-42;4;-24;-32;1;9
35;SP;03/08/2020;560218;23365;1533;48;-35;4;-29;-34;-19;13
35;SP;04/08/2020;575589;23702;15371;337;-34;5;-29;-33;-22;13
35;SP;05/08/2020;585265;24109;9676;407;-31;9;-21;-32;-21;12
35;SP;06/08/2020;598670;24448;13405;339;-28;18;-9;-29;-21;12
35;SP;07/08/2020;608379;24735;9709;287;-26;21;-13;-26;-17;11
35;SP;08/08/2020;621731;25016;13352;281;-26;24;-19;-19;-2;8
35;SP;09/08/2020;627126;25114;5395;98;-40;13;-25;-25;11;5
35;SP;10/08/2020;628415;25151;1289;37;-31;7;-24;-31;-18;12
35;SP;11/08/2020;639562;25571;11147;420;-32;5;-25;-32;-21;12
35;SP;12/08/2020;655181;25869;15619;298;-31;5;-21;-31;-20;12
35;SP;13/08/2020;674455;26324;19274;455;-31;8;-13;-30;-20;12
35;SP;14/08/2020;686122;26613;11667;289;-30;11;-14;-28;-17;12
35;SP;15/08/2020;697530;26780;11408;167;-33;10;-25;-25;-5;9
35;SP;16/08/2020;699493;26852;1963;72;-44;-5;-43;-39;-5;10
35;SP;17/08/2020;702665;26899;3172;47;-36;-1;-42;-35;-19;13
35;SP;18/08/2020;711530;27315;8865;416;-36;-1;-41;-36;-21;13
35;SP;19/08/2020;721377;27591;9847;276;-30;2;-25;-32;-19;12
35;SP;20/08/2020;730828;27905;9451;314;-31;9;-26;-33;-21;13
35;SP;21/08/2020;735960;28155;5132;250;-37;2;-44;-38;-21;15
35;SP;22/08/2020;749244;28392;13284;237;-31;11;-44;-31;-6;11
35;SP;23/08/2020;754129;28467;4885;75;-36;2;-33;-35;0;10
35;SP;24/08/2020;756480;28505;2351;38;-26;6;-22;-31;-16;12
35;SP;25/08/2020;765670;28912;9190;407;-25;7;-23;-30;-19;12
